,NO_MUNICIPIO_PROVA,SG_UF_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
271,Buritis,RO,455.1080808080809,476.505882352941,459.57285067873295,486.11666666666713,533.8461538461538
272,Butiá,RS,487.0981900452486,517.700826446281,501.7429752066116,521.5104072398192,579.8347107438017
273,Caapiranga,AM,423.276811594203,432.34216867469866,420.44337349397586,455.39855072463774,394.4578313253012
274,Caaporã,PB,444.08521126760564,457.79743589743583,449.1192307692305,474.3137323943665,521.7948717948718
275,Caarapó,MS,475.6062222222218,503.0681818181817,480.923966942149,509.20977777777733,558.8429752066115
276,Cabedelo,PB,485.39933523266797,509.4213965980312,493.0741271262303,525.6478632478633,602.7573858549687
277,Cabo Frio,RJ,504.4687769784169,534.7825333333334,519.5925333333329,549.7562589928064,639.4933333333333
278,Cabo de Santo Agostinho,PE,474.37628719886527,499.7811176205487,489.4189274447948,511.15139348134215,587.8413699864803
279,Cabreúva,SP,488.5069930069932,534.068581081081,517.6527027027025,547.7744755244754,608.4459459459459
280,Cabrobó,PE,443.49762886597955,458.96327130264416,446.8785504407438,475.22505154639174,523.5259549461313
281,Cachoeira,BA,452.850773993808,477.6193740685541,458.5637853949331,476.1560371517033,547.1535022354694
282,Cachoeira Paulista,SP,514.4043636363638,546.6198630136987,529.5123287671228,567.3243636363637,636.6438356164383
283,Cachoeira do Sul,RS,496.34412313432847,530.1180457746484,509.01989436619755,538.0851679104481,611.3380281690141
284,Cachoeiras de Macacu,RJ,497.0868965517242,527.6353711790393,510.2757641921394,538.2551724137932,631.4410480349345
285,Cachoeirinha,RS,498.2087603305781,534.4022428460935,517.8703016241295,537.7890909090903,603.9288476411447
286,Cachoeiro de Itapemirim,ES,500.9736533957844,522.9391063515501,506.11898079763705,551.4487900078061,645.6203840472674
287,Cacimba de Dentro,PB,459.78270042194094,480.2742971887552,465.98393574297194,486.3219409282703,586.3453815261045
288,Cacoal,RO,487.83162202381016,509.0595847750865,491.65439446366815,525.8354910714288,597.0380622837371
289,Caculé,BA,479.4762915129143,502.1635547576296,479.77594254937196,518.6591328413274,632.9622980251346
290,Caetité,BA,476.1375510204077,505.3277814351542,483.5018433179723,521.8259863945583,643.8973008558262
291,Caeté,MG,505.90084388185636,537.3845213849283,521.6553971486758,557.7459915611818,660.6517311608961
292,Caetés,PE,469.26315789473676,493.6608695652173,479.3370709382154,514.6901913875598,576.4759725400457
293,Cafelândia,PR,476.2819047619049,502.5048458149778,487.3070484581499,528.0471428571426,573.215859030837
294,Caicó,RN,497.93957805906996,519.5993164455165,497.55195014073246,535.949873417722,644.2460796139927
295,Caieiras,SP,498.96903292181037,535.7600771456131,519.4525554484087,543.6725308641974,608.6403085824494
296,Cajamar,SP,489.601715265866,527.1457600000001,512.8393600000003,535.4008576329334,598.08
297,Cajati,SP,489.6288043478257,526.1369230769234,517.1969230769233,535.211956521739,572.1025641025641
298,Cajazeiras,PB,474.9683449651042,501.05335874225744,480.0115769413991,513.7315054835493,604.5736064792759
299,Cajuru,SP,485.8396761133603,511.82653846153823,497.731153846154,532.9174089068827,625.0769230769231
300,Caldas Novas,GO,474.7227654698242,503.09832826747686,493.2160334346496,516.7183346065699,583.8601823708207
301,Camacan,BA,458.2510779436152,484.25956454121274,468.3395023328143,489.89154228855756,576.2363919129083
302,Camamu,BA,454.8628019323671,475.61376146789024,459.12821100917455,480.8514492753621,537.0642201834862
303,Camapuã,MS,458.78240740740745,465.70619469026536,460.4858407079646,470.82962962962984,501.7699115044248
304,Camaquã,RS,486.8162420382167,511.57905559786786,492.9290936785988,522.2110668789815,584.2041127189642
305,Camaragibe,PE,479.0813770491799,505.35742419506,492.0025945608012,511.5760655737697,588.0775242263207
306,Camaçari,BA,476.1188209447089,503.92621259029886,490.5140006879942,501.6611497619925,576.2229102167182
307,Camboriú,SC,488.09911894273114,521.1976237623762,503.17386138613847,523.4323788546253,584.3168316831683
308,Cambuí,MG,505.05169300225754,530.74157782516,510.5353944562897,555.5808126410839,631.6417910447761
309,Cambé,PR,498.4901907356956,530.4612903225816,514.179096774194,541.970027247956,587.6387096774193
310,Cametá,PA,459.01666666666716,479.3458239277656,454.30268058690774,481.693603286385,607.528216704289
311,Camocim,CE,463.02646212847566,492.52353998203074,488.1078167115901,505.54448705656796,540.7187780772687
312,Camocim de São Félix,PE,465.52905405405426,487.0373417721519,477.69430379746825,506.70945945945937,590.5696202531645
313,Campina Grande,PB,490.0259410149677,521.6891574468074,500.4065191489353,532.096545921528,635.3140425531915
314,Campina Grande do Sul,PR,490.91947565543063,520.0803448275864,508.61620689655166,527.3344569288387,597.448275862069
315,Campinas,SP,531.2830081812456,560.4922331067564,540.3427728908435,589.3187644220692,653.6785285885645
316,Campo Alegre,AL,462.9620300751885,479.11831501831466,466.447802197802,498.7283834586466,615.6043956043956
317,Campo Alegre de Lourdes,BA,444.39192546583865,452.85000000000014,444.10290697674424,481.3521739130435,560.1162790697674
318,Campo Belo,MG,502.7435768261959,530.0494033412886,510.5291169451069,561.6793450881612,648.9498806682577
319,Campo Bom,RS,501.07687224669615,530.3404123711342,517.0111340206186,561.5145374449339,608.1649484536083
320,Campo Formoso,BA,472.7418145956615,494.4215686274511,473.9365079365081,503.2705128205132,597.3482726423903
321,Campo Grande,MS,502.240027380848,527.3452314109297,511.2461378038015,549.7071275776495,624.806288601909
322,Campo Largo,PR,505.689823468328,540.5103143418467,516.0485265225931,549.6464174454833,614.9115913555992
323,Campo Limpo Paulista,SP,502.8545112781957,536.3785211267603,516.2514084507046,555.8238721804507,602.6760563380282
324,Campo Magro,PR,484.87643678160896,514.9677419354839,500.9064516129033,516.4063218390803,575.3763440860215
325,Campo Maior,PI,460.97664747280953,481.64692118226577,465.7723522167493,492.15483045425515,592.4384236453202
326,Campo Mourão,PR,490.62951467268573,516.0508818813471,503.63586317477285,531.1952595936799,595.820416889364
327,Campo Novo do Parecis,MT,472.41193415637844,500.57358490566037,483.8181132075477,522.2106995884775,582.188679245283
328,Campo Verde,MT,481.23190661478577,502.9831826401449,492.07016274864384,517.2785992217898,589.0777576853526
329,Campo do Brito,SE,467.5091935483871,484.79611197511696,466.27418351477445,501.04258064516114,599.5645412130638
330,Campos Altos,MG,484.29921875000025,509.33308270676696,500.05413533834576,536.7437500000003,653.984962406015
331,Campos Belos,GO,444.7528497409321,465.39024390243844,452.8009756097562,471.4834196891189,508.7073170731707
332,Campos Gerais,MG,486.4864541832669,507.594328922495,492.22589792060467,536.3830677290836,614.6313799621928
333,Campos Novos,SC,493.5743283582087,520.2764204545455,496.5505681818182,527.402089552239,593.125
334,Campos Sales,CE,455.9911142454161,477.5681081081083,466.01797297297287,484.8368124118478,543.1351351351351
335,Campos do Jordão,SP,504.3733615221989,538.6670707070699,525.2438383838387,559.140803382664,625.5353535353536
336,Campos dos Goytacazes,RJ,497.1800208768256,525.1986690154632,509.0834801330976,538.2431732776612,620.3992953611274
337,Canarana,BA,463.60564971751427,479.41102564102584,467.4535897435901,500.27994350282495,596.0512820512821
338,Canarana,MT,466.2939086294416,491.2128571428572,472.3476190476188,499.28883248731,576.2857142857143
339,Canavieiras,BA,470.7442622950813,508.9876923076925,491.20923076923077,503.1314754098363,579.0153846153846
340,Canaã dos Carajás,PA,483.1813838550246,506.14788732394396,486.45117370892024,510.30049423393746,607.3239436619718
341,Candeias,BA,465.37603464870074,489.7128767123291,479.08493150684933,494.2410009624637,573.5342465753424
342,Canela,RS,504.3678571428574,547.7137735849053,528.5756603773585,561.3817460317455,635.8490566037735
343,Canguaretama,RN,463.0714488636361,491.48556005398115,473.53738191632954,491.0322443181815,566.9095816464237
344,Canguçu,RS,495.29589041095886,529.2611632270173,499.8373358348967,531.5639921722114,609.0806754221388
345,Canindé,CE,462.73158630328413,489.18002602472336,482.68321405335047,508.6561844863724,581.7306441119063
346,Canindé de São Francisco,SE,470.3689407540398,485.48929159802304,468.816968698517,497.0953321364453,588.6985172981878
347,Canoas,RS,507.9875077303654,544.2239217941346,526.743329499712,564.1526592455161,613.6457734330074
348,Canoinhas,SC,497.994316436252,521.614577259475,495.29854227405235,537.6129032258063,602.8862973760932
349,Cansanção,BA,456.73281853281844,471.4454212454211,464.81941391941405,475.02741312741284,557.2161172161173
350,Canto do Buriti,PI,451.9839552238803,469.2356756756755,454.89909909909903,476.33638059701445,565.9459459459459
351,Canutama,AM,423.6035087719298,438.3928571428573,423.947142857143,458.64210526315793,475.7142857142857
352,Capanema,PA,460.2413530010169,482.5579578139982,463.92909875359607,480.19699898270585,585.071907957814
353,Capanema,PR,484.50807017543855,523.9812499999998,499.64473684210554,537.086315789474,596.6447368421053
354,Capela,SE,449.4855421686743,457.4899807321773,446.0258188824666,469.680120481928,570.5587668593449
355,Capelinha,MG,498.8365474339033,531.6282768777612,511.8494845360821,541.4768273716949,634.3151693667157
356,Capim Grosso,BA,465.04329183955696,493.1939711664477,479.2250327654004,500.69488243430146,590.0917431192661
357,Capitão Poço,PA,449.37932038835015,470.8540166204994,447.7244690674048,474.70427184466064,550.9695290858725
358,Capivari,SP,515.9474178403757,538.8033333333335,525.1231111111113,566.0082159624416,628.8
359,Capão Bonito,SP,486.4429234338744,522.060262008734,509.32685589519684,536.1883990719256,585.8078602620087
360,Capão da Canoa,RS,489.4415410385266,522.9759530791786,509.37888563049796,541.459798994975,584.2521994134897
361,Capão do Leão,RS,478.61735159817295,496.6455319148938,487.5285106382979,495.409132420091,537.4468085106383
362,Caracaraí,RR,447.17121212121197,462.90999999999997,459.0228571428571,468.1939393939397,511.42857142857144
363,Caraguatatuba,SP,506.0661188369157,545.0526190476187,527.8494047619047,566.8341340075854,618.0
364,Carangola,MG,486.6764832793954,516.773717277486,496.36261780104735,533.1376483279391,633.7591623036649
365,Carapicuíba,SP,483.74443089430866,525.7690242057486,512.4203479576396,527.1347560975619,584.4251134644478
366,Caratinga,MG,495.64513481828857,524.7045989904647,509.3929332585532,549.8245017584997,637.3079080201907
367,Carauari,AM,433.13108808290167,440.20448430493235,434.7107623318385,463.6305699481867,521.3452914798206
368,Caravelas,BA,465.83617021276604,491.940909090909,477.407142857143,490.1680851063829,554.6753246753246
369,Carazinho,RS,499.44491844416603,533.0865868263472,515.274131736527,546.553575909661,612.0958083832336
370,Caraúbas,RN,469.47276785714246,490.6654008438818,469.3129395217995,491.7861607142851,563.6568213783404
371,Careiro,AM,441.8371428571427,452.3533018867927,438.28962264150954,463.7325714285715,470.66037735849056
372,Careiro da Várzea,AM,435.0733333333334,443.97,431.9082352941175,451.25066666666663,456.47058823529414
373,Cariacica,ES,489.2578947368425,519.7665106031404,501.60749104929835,529.8798344175043,589.672266593225
374,Caridade,CE,446.71363636363657,467.07271028037377,463.9773831775702,487.1583003952572,548.5607476635514
375,Carinhanha,BA,449.9092550790063,459.5434322033895,443.32669491525417,473.01083521444684,557.0762711864406
376,Carira,SE,453.1694312796206,475.7358276643991,453.95941043083974,484.7708530805691,567.936507936508
377,Caririaçu,CE,466.5759765624999,488.58146067415765,476.84176029962595,507.35605468749986,601.498127340824
378,Cariré,CE,465.30125874125895,488.61727395411623,484.27678812415684,511.1766433566439,559.6491228070175
379,Carlinda,MT,473.7309090909089,494.81186440677953,471.5186440677967,500.2327272727271,552.542372881356
380,Carlos Barbosa,RS,511.6272727272727,545.3595628415296,523.3745901639344,570.9824046920822,636.3934426229508
381,Carlos Chagas,MG,477.9858757062147,512.8132275132274,506.9428571428572,529.1632768361584,613.7566137566138
382,Carmo do Paranaíba,MG,497.0800000000002,515.8101149425289,506.3827586206894,554.4934939759034,635.816091954023
383,Carmésia,MG,462.72903225806454,483.95312499999994,480.5562500000001,520.0661290322581,585.3125
384,Carmópolis,SE,455.9447811447812,476.6355987055017,464.6527508090615,480.1326599326595,564.0129449838188
385,Carnaubeira da Penha,PE,451.27380952380946,470.22518796992495,442.96503759398496,475.04087301587305,543.0075187969925
386,Carnaíba,PE,469.70917431192714,484.478065630397,479.53056994818644,523.641467889908,589.3264248704663
387,Carolina,MA,462.1012145748988,483.3720754716979,470.30415094339656,487.4485829959515,587.3207547169811
388,Carpina,PE,478.6558655675337,500.22216183574943,488.24504830917914,519.6658845909963,603.6835748792271
389,Caruaru,PE,491.4307487884956,519.3204831777093,504.1583815028905,539.5105987181483,625.9700607677486
390,Carutapera,MA,450.8547131147541,469.54882352941183,453.10980392156847,475.98893442622943,550.4313725490196
391,Casa Branca,SP,510.4063157894739,540.5076530612247,523.4061224489794,569.7836842105262,650.5102040816327
392,Casa Nova,BA,459.29427917620137,475.884322033898,461.24194915254253,495.4668192219685,572.7118644067797
393,Cascavel,CE,468.30784313725474,494.54611913357365,487.9181407942242,503.34640522875793,601.6245487364621
394,Cascavel,PR,511.54413145539905,538.0224967824967,518.3213642213627,557.7674951670816,631.027027027027
395,Casimiro de Abreu,RJ,493.3168789808911,525.9530303030303,509.9299999999998,528.6910828025482,609.0909090909091
396,Cassilândia,MS,464.4554487179486,489.3642424242424,478.60878787878784,506.4458333333333,568.8484848484849
397,Castanhal,PA,479.82507713884957,506.5837631578952,483.0385000000005,509.3792706872366,639.921052631579
398,Castelo,ES,504.9225181598066,526.627586206897,509.71747126436765,550.9397094430993,646.6666666666666
399,Castelo do Piauí,PI,460.8040609137058,490.3752475247525,471.38382838283815,493.31675126903536,597.1617161716172
400,Castro,PR,502.0000000000002,528.9852842809372,509.21789297658825,539.8314685314683,571.304347826087
401,Castro Alves,BA,457.4484234234231,484.31291028446384,463.92253829321663,488.1249999999999,549.5404814004377
402,Cataguases,MG,519.3246575342463,542.6902503293801,526.2200263504612,575.1238356164387,680.737812911726
403,Catalão,GO,491.5941033138398,520.000464252555,501.84252553389035,533.5882553606235,625.1810584958217
404,Catanduva,SP,511.06279503105475,537.1346018735358,525.6357142857141,572.117453416149,660.1170960187353
405,Catende,PE,455.2366386554623,481.98562401263825,476.095576619273,494.48504201680726,580.0947867298578
406,Catolé do Rocha,PB,469.21126353790646,480.1317679558007,470.39551104972395,501.22527075812224,615.4005524861878
407,Catu,BA,483.38541973490396,507.81249999999966,492.9056179775279,514.2010309278352,609.5786516853933
408,Caucaia,CE,470.97679377822294,502.53015760997425,487.5328863796776,508.7227546412439,574.8953187485298
409,Caxambu,MG,499.15876777251196,525.9727134146344,506.46875000000045,556.8102685624012,640.8536585365854
410,Caxias,MA,463.3528728606361,480.6024774118333,466.8648790440113,486.1138141809276,571.8624307781988
